"project_name","SITE_ID","SITE_ID_CORR_IND","sys_sample_code","sample_delivery_group","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"Habitat","05-CATH_T9_3a-0.5","Y","05-CATH_T9_3A-0.5-07162019-W","R1906688","Zinc",2019-07-16 12:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-17 09:00:00,"ALK","T",56,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","CHLORIDE (AS CL)",2019-07-17 09:00:00,"16887-00-6","T",66.4,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","Copper",2019-07-17 09:00:00,"7440-50-8","T",1.2,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","Lead",2019-07-17 09:00:00,"7439-92-1","T",0.79,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-17 09:00:00,"NO3NO2N","T",1.28,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-17 09:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-17 09:00:00,"14797-55-8","T",1.28,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","NITROGEN, NITRITE",2019-07-17 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-17 09:00:00,"7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-17 09:00:00,"TOC","T",2,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","Total Suspended Solids",2019-07-17 09:00:00,"TSS","T",NA,"mg/l",NA,"mg/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","TURBIDITY",2019-07-17 09:00:00,"TURB","T",0.98,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","05-EASC-0.1","N","05-EASC-0.1-07172019-W","R1906688","Zinc",2019-07-17 09:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-16 15:00:00,"ALK","T",68.8,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","CHLORIDE (AS CL)",2019-07-16 15:00:00,"16887-00-6","T",45.6,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","Copper",2019-07-16 15:00:00,"7440-50-8","T",22.5,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","Lead",2019-07-16 15:00:00,"7439-92-1","T",21.4,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-16 15:00:00,"NO3NO2N","T",0.67,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-16 15:00:00,"7664-41-7","T",0.0541,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-16 15:00:00,"14797-55-8","T",0.67,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","NITROGEN, NITRITE",2019-07-16 15:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-16 15:00:00,"7723-14-0","T",0.434,"mg/l",0.018,"mg/l",0.025,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-16 15:00:00,"TOC","T",9.9,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","Total Suspended Solids",2019-07-16 15:00:00,"TSS","T",864,"mg/l",NA,"mg/l",21,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","TURBIDITY",2019-07-16 15:00:00,"TURB","T",811,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","05-LATA-2.1","N","05-LATA-2.1-07162019-W","R1906688","Zinc",2019-07-16 15:00:00,"7440-66-6","T",88.7,"ug/l",2.5,"ug/l",5,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-16 11:00:00,"ALK","T",54,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","CHLORIDE (AS CL)",2019-07-16 11:00:00,"16887-00-6","T",13.5,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","Copper",2019-07-16 11:00:00,"7440-50-8","T",0.79,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","Lead",2019-07-16 11:00:00,"7439-92-1","T",0.99,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-16 11:00:00,"NO3NO2N","T",0.17,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-16 11:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-16 11:00:00,"14797-55-8","T",0.17,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","NITROGEN, NITRITE",2019-07-16 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-16 11:00:00,"7723-14-0","T",0.0167,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-16 11:00:00,"TOC","T",2.3,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","Total Suspended Solids",2019-07-16 11:00:00,"TSS","T",4,"mg/l",NA,"mg/l",1,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","TURBIDITY",2019-07-16 11:00:00,"TURB","T",4.68,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","05-MCCO-0.1","N","05-MCCO-0.1-07162019-W","R1906688","Zinc",2019-07-16 11:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-17 08:00:00,"ALK","T",53.6,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","CHLORIDE (AS CL)",2019-07-17 08:00:00,"16887-00-6","T",18.5,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","Copper",2019-07-17 08:00:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","Lead",2019-07-17 08:00:00,"7439-92-1","T",0.8,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-17 08:00:00,"NO3NO2N","T",0.676,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-17 08:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-17 08:00:00,"14797-55-8","T",0.676,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","NITROGEN, NITRITE",2019-07-17 08:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-17 08:00:00,"7723-14-0","T",0.0106,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-17 08:00:00,"TOC","T",1.7,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","Total Suspended Solids",2019-07-17 08:00:00,"TSS","T",NA,"mg/l",NA,"mg/l",1.1,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","TURBIDITY",2019-07-17 08:00:00,"TURB","T",0.78,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","05-POST_T7-0.3","N","05-POST_T7-0.3-07172019-W","R1906688","Zinc",2019-07-17 08:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-17 10:30:00,"ALK","T",34.8,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","CHLORIDE (AS CL)",2019-07-17 10:30:00,"16887-00-6","T",27.6,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","Copper",2019-07-17 10:30:00,"7440-50-8","T",0.91,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","Lead",2019-07-17 10:30:00,"7439-92-1","T",0.96,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-17 10:30:00,"NO3NO2N","T",3.13,"mg/l",0.008,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-17 10:30:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-17 10:30:00,"14797-55-8","T",3.13,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","NITROGEN, NITRITE",2019-07-17 10:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-17 10:30:00,"7723-14-0","T",0.0189,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-17 10:30:00,"TOC","T",2.4,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","Total Suspended Solids",2019-07-17 10:30:00,"TSS","T",6.2,"mg/l",NA,"mg/l",1,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","TURBIDITY",2019-07-17 10:30:00,"TURB","T",6.29,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","05-SAMO-1.7","N","05-SAMO-1.7-07172019-W","R1906688","Zinc",2019-07-17 10:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","ALKALINITY, TOTAL (AS CaCO3)",2019-07-17 11:15:00,"ALK","T",42.4,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","CHLORIDE (AS CL)",2019-07-17 11:15:00,"16887-00-6","T",17.3,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","Copper",2019-07-17 11:15:00,"7440-50-8","T",0.82,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","Lead",2019-07-17 11:15:00,"7439-92-1","T",0.83,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","Nitrate+Nitrite as Nitrogen",2019-07-17 11:15:00,"NO3NO2N","T",0.748,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","Nitrogen, ammonia (As N)",2019-07-17 11:15:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","NITROGEN, NITRATE (AS N)",2019-07-17 11:15:00,"14797-55-8","T",0.748,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","NITROGEN, NITRITE",2019-07-17 11:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","PHOSPHORUS, TOTAL (AS P)",2019-07-17 11:15:00,"7723-14-0","T",0.0145,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","TOTAL ORGANIC CARBON",2019-07-17 11:15:00,"TOC","T",2.7,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","Total Suspended Solids",2019-07-17 11:15:00,"TSS","T",NA,"mg/l",NA,"mg/l",1.1,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","TURBIDITY",2019-07-17 11:15:00,"TURB","T",1.44,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","04-TNCR-3.7","Y","05-TNCR-3.7-07172019-W","R1906688","Zinc",2019-07-17 11:15:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","ALKALINITY, TOTAL (AS CaCO3)",2019-07-11 15:30:00,"ALK","T",54.8,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","CHLORIDE (AS CL)",2019-07-11 15:30:00,"16887-00-6","T",14.5,"mg/l",0.5,"mg/l",2,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","Copper",2019-07-11 15:30:00,"7440-50-8","T",1.2,"ug/l",0.66,"ug/l",1,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","Lead",2019-07-11 15:30:00,"7439-92-1","T",1,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","Nitrate+Nitrite as Nitrogen",2019-07-11 15:30:00,"NO3NO2N","T",0.399,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","Nitrogen, ammonia (As N)",2019-07-11 15:30:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","NITROGEN, NITRATE (AS N)",2019-07-11 15:30:00,"14797-55-8","T",0.399,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","NITROGEN, NITRITE",2019-07-11 15:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","PHOSPHORUS, TOTAL (AS P)",2019-07-11 15:30:00,"7723-14-0","T",0.0392,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","TOTAL ORGANIC CARBON",2019-07-11 15:30:00,"TOC","T",3.3,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","Total Suspended Solids",2019-07-11 15:30:00,"TSS","T",11.8,"mg/l",NA,"mg/l",1.1,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","TURBIDITY",2019-07-11 15:30:00,"TURB","T",11.7,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","06-GREA_T1-0.3","N","06-GREA_T1-0.3-07112019-W","R1906571","Zinc",2019-07-11 15:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","ALKALINITY, TOTAL (AS CaCO3)",2019-07-11 11:40:00,"ALK","T",24.8,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","CHLORIDE (AS CL)",2019-07-11 11:40:00,"16887-00-6","T",NA,"mg/l",0.5,"mg/l",2,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","Copper",2019-07-11 11:40:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","Lead",2019-07-11 11:40:00,"7439-92-1","T",0.79,"ug/l",0.57,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","Nitrate+Nitrite as Nitrogen",2019-07-11 11:40:00,"NO3NO2N","T",0.372,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","Nitrogen, ammonia (As N)",2019-07-11 11:40:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","NITROGEN, NITRATE (AS N)",2019-07-11 11:40:00,"14797-55-8","T",0.372,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","NITROGEN, NITRITE",2019-07-11 11:40:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","PHOSPHORUS, TOTAL (AS P)",2019-07-11 11:40:00,"7723-14-0","T",0.0168,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","TOTAL ORGANIC CARBON",2019-07-11 11:40:00,"TOC","T",1.4,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","Total Suspended Solids",2019-07-11 11:40:00,"TSS","T",6,"mg/l",NA,"mg/l",1.1,"","A","",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","TURBIDITY",2019-07-11 11:40:00,"TURB","T",4.73,"ntu",0.06,"ntu",1,"","A","",2020-05-11
"Habitat","06-NANG_T65_2-0.1","N","06-NANG_T65_2-0.1-07112019-W","R1906571","Zinc",2019-07-11 11:40:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","ALKALINITY, TOTAL (AS CaCO3)",2019-07-11 10:30:00,"ALK","T",103,"mg/l",1.8,"mg/l",2,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","CHLORIDE (AS CL)",2019-07-11 10:30:00,"16887-00-6","T",NA,"mg/l",0.5,"mg/l",2,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","Copper",2019-07-11 10:30:00,"7440-50-8","T",0.93,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","Lead",2019-07-11 10:30:00,"7439-92-1","T",1.5,"ug/l",0.57,"ug/l",1,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","Nitrate+Nitrite as Nitrogen",2019-07-11 10:30:00,"NO3NO2N","T",0.93,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","Nitrogen, ammonia (As N)",2019-07-11 10:30:00,"7664-41-7","T",0.012,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","NITROGEN, NITRATE (AS N)",2019-07-11 10:30:00,"14797-55-8","T",0.93,"mg/l",NA,"mg/l",0.01,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","NITROGEN, NITRITE",2019-07-11 10:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","PHOSPHORUS, TOTAL (AS P)",2019-07-11 10:30:00,"7723-14-0","T",0.0579,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","TOTAL ORGANIC CARBON",2019-07-11 10:30:00,"TOC","T",1.3,"mg/l",0.5,"mg/l",1,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","Total Suspended Solids",2019-07-11 10:30:00,"TSS","T",32.8,"mg/l",NA,"mg/l",1,"","A","",2020-05-11
"Habitat","06-SANG_Tb-0.1","N","06-SANG_TB-0.1-07112019-W","R1906571","TURBIDITY",2019-07-11 10:30:00,"TURB","T",24,"ntu",0.06,"ntu",1,"","A","",2020-05-11
