"site_id","sample_date","sys_sample_code","sample_source","sample_matrix_code","dec_sample_type_cde","lab_sample_type_cde","sample_type_code_combined","chemical_name","fraction","result_value","result_unit","lab_qualifiers","interpreted_qualifiers","validator_qualifiers","validator_qualifiers_equis","method_detection_limit","reporting_detection_limit","quantitation_limit","detection_limit_unit"
"14-NEVR-36.8",2005-10-12 07:00:00,"14021037-10122005-WS","","WS",,,"N","chloride (as cl)","T",8.67,"mg/l","","",,"",,,,""
"14-NEVR-36.8",2005-11-01 08:00:00,"14021037-11012005-WS","","WS",,,"N","chloride (as cl)","T",8.52,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-04-05 00:00:00,"14022101-04052005-WS","","WS",,,"N","chloride (as cl)","T",10.8,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-04-25 14:00:00,"14022101-04252005-WS","","WS",,,"N","chloride (as cl)","T",19.9,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-05-16 14:00:00,"14022101-05162005-WS","","WS",,,"N","chloride (as cl)","T",19.7,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-06-06 13:00:00,"14022101-06062005-WS","","WS",,,"N","chloride (as cl)","T",20.1,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-07-05 14:00:00,"14022101-07052005-WS","","WS",,,"N","chloride (as cl)","T",18,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-08-01 00:00:00,"14022101-08012005-WS","","WS",,,"N","chloride (as cl)","T",17.5,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-08-29 13:00:00,"14022101-08292005-WS","","WS",,,"N","chloride (as cl)","T",21.5,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-09-21 09:00:00,"14022101-09212005-WS","","WS",,,"N","chloride (as cl)","T",22.4,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-10-12 09:00:00,"14022101-10122005-WS","","WS",,,"N","chloride (as cl)","T",11.1,"mg/l","","",,"",,,,""
"14-BSHR-0.4",2005-11-01 09:00:00,"14022101-11012005-WS","","WS",,,"N","chloride (as cl)","T",14.2,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-04-05 00:00:00,"14022402-04052005-WS","","WS",,,"N","chloride (as cl)","T",24,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-04-25 08:00:00,"14022402-04252005-WS","","WS",,,"N","chloride (as cl)","T",77,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-05-16 08:00:00,"14022402-05162005-WS","","WS",,,"N","chloride (as cl)","T",61.9,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-06-06 09:00:00,"14022402-06062005-WS","","WS",,,"N","chloride (as cl)","T",84.9,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-07-05 08:00:00,"14022402-07052005-WS","","WS",,,"N","chloride (as cl)","T",67.1,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-08-01 00:00:00,"14022402-08012005-WS","","WS",,,"N","chloride (as cl)","T",81.8,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-08-29 08:55:00,"14022402-08292005-WS","","WS",,,"N","chloride (as cl)","T",99.4,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-09-21 08:00:00,"14022402-09212005-WS","","WS",,,"N","chloride (as cl)","T",95.3,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-10-12 08:00:00,"14022402-10122005-WS","","WS",,,"N","chloride (as cl)","T",33.7,"mg/l","","",,"",,,,""
"14-SHEL-1.6",2005-11-01 09:00:00,"14022402-11012005-WS","","WS",,,"N","chloride (as cl)","T",33.9,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-04-06 00:00:00,"14031001-04062005-WS","","WS",,,"N","chloride (as cl)","T",6.45,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-04-25 12:00:00,"14031001-04252005-WS","","WS",,,"N","chloride (as cl)","T",5.92,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-05-16 12:00:00,"14031001-05162005-WS","","WS",,,"N","chloride (as cl)","T",7.72,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-06-06 13:00:00,"14031001-06062005-WS","","WS",,,"N","chloride (as cl)","T",9.74,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-07-05 12:00:00,"14031001-07052005-WS","","WS",,,"N","chloride (as cl)","T",8.73,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-08-02 00:00:00,"14031001-08022005-WS","","WS",,,"N","chloride (as cl)","T",9.62,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-08-30 13:00:00,"14031001-08302005-WS","","WS",,,"N","chloride (as cl)","T",9.56,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-09-20 13:00:00,"14031001-09202005-WS","","WS",,,"N","chloride (as cl)","T",9.28,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-10-11 13:00:00,"14031001-10112005-WS","","WS",,,"N","chloride (as cl)","T",6.34,"mg/l","","",,"",,,,""
"14-EDEL-1.2",2005-10-31 13:00:00,"14031001-10312005-WS","","WS",,,"N","chloride (as cl)","T",5.83,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-04-06 00:00:00,"14031057-04062005-WS","","WS",,,"N","chloride (as cl)","T",7.52,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-04-25 11:00:00,"14031057-04252005-WS","","WS",,,"N","chloride (as cl)","T",8.39,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-05-16 11:00:00,"14031057-05162005-WS","","WS",,,"N","chloride (as cl)","T",8.82,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-06-06 10:00:00,"14031057-06062005-WS","","WS",,,"N","chloride (as cl)","T",7.41,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-07-05 10:00:00,"14031057-07052005-WS","","WS",,,"N","chloride (as cl)","T",9.24,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-08-02 00:00:00,"14031057-08022005-WS","","WS",,,"N","chloride (as cl)","T",13.2,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-08-30 10:00:00,"14031057-08302005-WS","","WS",,,"N","chloride (as cl)","T",14.6,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-09-20 11:00:00,"14031057-09202005-WS","","WS",,,"N","chloride (as cl)","T",16.6,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-10-11 10:00:00,"14031057-10112005-WS","","WS",,,"N","chloride (as cl)","T",14.4,"mg/l","","",,"",,,,""
"14-EDEL-55.3",2005-10-31 10:00:00,"14031057-10312005-WS","","WS",,,"N","chloride (as cl)","T",7.03,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-04-07 00:00:00,"14032110-04072005-WS","","WS",,,"N","chloride (as cl)","T",6.59,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-04-26 09:00:00,"14032110-04262005-WS","","WS",,,"N","chloride (as cl)","T",5.74,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-05-16 15:00:00,"14032110-05162005-WS","","WS",,,"N","chloride (as cl)","T",7.9,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-06-06 12:00:00,"14032110-06062005-WS","","WS",,,"N","chloride (as cl)","T",10.5,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-07-05 12:00:00,"14032110-07052005-WS","","WS",,,"N","chloride (as cl)","T",10.5,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-08-02 00:00:00,"14032110-08022005-WS","","WS",,,"N","chloride (as cl)","T",11.9,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-08-30 12:00:00,"14032110-08302005-WS","","WS",,,"N","chloride (as cl)","T",15.6,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-09-20 12:00:00,"14032110-09202005-WS","","WS",,,"N","chloride (as cl)","T",15.1,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-10-11 12:00:00,"14032110-10112005-WS","","WS",,,"N","chloride (as cl)","T",5.8,"mg/l","","",,"",,,,""
"14-BEAV-10.0",2005-10-31 12:00:00,"14032110-10312005-WS","","WS",,,"N","chloride (as cl)","T",5.3,"mg/l","","",,"",,,,""
"14-WILL-0.5",2005-04-07 00:00:00,"14033101-04072005-WS","","WS",,,"N","chloride (as cl)","T",8.25,"mg/l","","",,"",,,,""
"06-NANG-0.7",2009-06-30 11:00:00,"06021001-06302009-WS","","WS",,,"N","chloride (as cl)","T",22.4,"mg/l","","",,"",,,,""
"06-NANG-0.7",2009-09-08 11:00:00,"06021001-09082009-WS","","WS",,,"N","chloride (as cl)","T",24.9,"mg/l","","",,"",,,,""
"06-NANG-0.7",2009-09-28 11:00:00,"06021001-09282009-WS","","WS",,,"N","chloride (as cl)","T",24.6,"mg/l","","",,"",,,,""
"06-NANG-0.7",2009-10-19 11:00:00,"06021001-10192009-WS","","WS",,,"N","chloride (as cl)","T",21.2,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-04-08 09:00:00,"06021088-04082009-WS","","WS",,,"N","chloride (as cl)","T",40,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-04-30 09:00:00,"06021088-04302009-WS","","WS",,,"N","chloride (as cl)","T",72.7,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-05-20 10:00:00,"06021088-05202009-WS","","WS",,,"N","chloride (as cl)","T",69.1,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-06-08 09:00:00,"06021088-06082009-WS","","WS",,,"N","chloride (as cl)","T",74.3,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-06-29 10:00:00,"06021088-06292009-WS","","WS",,,"N","chloride (as cl)","T",51.4,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-07-30 09:00:00,"06021088-07302009-WS","","WS",,,"N","chloride (as cl)","T",63.3,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-08-19 09:00:00,"06021088-08192009-WS","","WS",,,"N","chloride (as cl)","T",51.7,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-09-10 10:00:00,"06021088-09102009-WS","","WS",,,"N","chloride (as cl)","T",128,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-09-30 09:00:00,"06021088-09302009-WS","","WS",,,"N","chloride (as cl)","T",60.2,"mg/l","","",,"",,,,""
"06-NANG_W-0.3",2009-10-20 09:00:00,"06021088-10202009-WS","","WS",,,"N","chloride (as cl)","T",76.6,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-04-06 10:00:00,"06022131-04062009-WS","","WS",,,"N","chloride (as cl)","T",23.5,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-04-28 09:00:00,"06022131-04282009-WS","","WS",,,"N","chloride (as cl)","T",39.2,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-05-21 08:00:00,"06022131-05212009-WS","","WS",,,"N","chloride (as cl)","T",39.2,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-06-09 09:00:00,"06022131-06092009-WS","","WS",,,"N","chloride (as cl)","T",39.3,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-06-30 09:00:00,"06022131-06302009-WS","","WS",,,"N","chloride (as cl)","T",29.7,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-07-28 08:00:00,"06022131-07282009-WS","","WS",,,"N","chloride (as cl)","T",41.4,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-08-17 09:00:00,"06022131-08172009-WS","","WS",,,"N","chloride (as cl)","T",28.2,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-09-08 09:00:00,"06022131-09082009-WS","","WS",,,"N","chloride (as cl)","T",37.3,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-09-28 09:00:00,"06022131-09282009-WS","","WS",,,"N","chloride (as cl)","T",24.3,"mg/l","","",,"",,,,""
"06-TOGH-29.8",2009-10-19 09:00:00,"06022131-10192009-WS","","WS",,,"N","chloride (as cl)","T",27.6,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2009-04-23 10:00:00,"07010005-04232009-WS","","WS",,,"N","chloride (as cl)","T",76.9,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2009-05-12 10:00:00,"07010005-05122009-WS","","WS",,,"N","chloride (as cl)","T",86.6,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2009-06-23 10:00:00,"07010005-06232009-WS","","WS",,,"N","chloride (as cl)","T",97.8,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2009-08-12 09:00:00,"07010005-08122009-WS","","WS",,,"N","chloride (as cl)","T",120,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2009-09-21 11:00:00,"07010005-09212009-WS","","WS",,,"N","chloride (as cl)","T",117,"mg/l","","",,"",,,,""
"07-OSWE-5.2",2009-11-02 10:00:00,"07010005-11022009-WS","","WS",,,"N","chloride (as cl)","T",78.6,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2009-04-23 11:00:00,"07011023-04232009-WS","","WS",,,"N","chloride (as cl)","T",100,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2009-05-12 11:00:00,"07011023-05122009-WS","","WS",,,"N","chloride (as cl)","T",104,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2009-06-23 11:00:00,"07011023-06232009-WS","","WS",,,"N","chloride (as cl)","T",80.8,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2009-08-12 10:00:00,"07011023-08122009-WS","","WS",,,"N","chloride (as cl)","T",84.6,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2009-09-21 00:00:00,"07011023-09212009-WS","","WS",,,"N","chloride (as cl)","T",106,"mg/l","","",,"",,,,""
"07-SEOS-22.4",2009-11-02 11:00:00,"07011023-11022009-WS","","WS",,,"N","chloride (as cl)","T",98.6,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2009-04-21 00:00:00,"08010001-04212009-WS","","WS",,,"N","chloride (as cl)","T",6.4,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2009-05-12 14:00:00,"08010001-05122009-WS","","WS",,,"N","chloride (as cl)","T",6.4,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2009-06-23 14:00:00,"08010001-06232009-WS","","WS",,,"N","chloride (as cl)","T",5.4,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2009-08-11 09:00:00,"08010001-08112009-WS","","WS",,,"N","chloride (as cl)","T",6.3,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2009-09-22 13:00:00,"08010001-09222009-WS","","WS",,,"N","chloride (as cl)","T",6,"mg/l","","",,"",,,,""
"08-BLCK-1.4",2009-11-02 10:00:00,"08010001-11022009-WS","","WS",,,"N","chloride (as cl)","T",5,"mg/l","","",,"",,,,""
"09-STLW-8.3",2009-04-22 11:00:00,"09010008-04222009-WS","","WS",,,"N","chloride (as cl)","T",21.5,"mg/l","","",,"",,,,""
"09-STLW-8.3",2009-05-13 10:00:00,"09010008-05132009-WS","","WS",,,"N","chloride (as cl)","T",22.5,"mg/l","","",,"",,,,""
"09-STLW-8.3",2009-06-24 11:00:00,"09010008-06242009-WS","","WS",,,"N","chloride (as cl)","T",22.6,"mg/l","","",,"",,,,""
"09-STLW-8.3",2009-09-23 10:00:00,"09010008-09232009-WS","","WS",,,"N","chloride (as cl)","T",20.4,"mg/l","","",,"",,,,""
"09-STLW-8.3",2009-11-03 11:00:00,"09010008-11032009-WS","","WS",,,"N","chloride (as cl)","T",19.7,"mg/l","","",,"",,,,""
"10-RICH-1.6",2009-05-04 00:30:00,"10010001E-05042009-WS","","WS",,,"N","chloride (as cl)","T",12.4,"mg/l","","",,"",,,,""
"10-RICH-1.6",2009-06-15 11:55:00,"10010001E-06152009-WS","","WS",,,"N","chloride (as cl)","T",12.7,"mg/l","","",,"",,,,""
"10-RICH-1.6",2009-07-08 11:50:00,"10010001E-07082009-WS","","WS",,,"N","chloride (as cl)","T",13.3,"mg/l","","",,"",,,,""
"10-RICH-1.6",2009-08-05 10:00:00,"10010001E-08052009-WS","","WS",,,"N","chloride (as cl)","T",12.5,"mg/l","","",,"",,,,""
"10-RICH-1.6",2009-09-14 00:10:00,"10010001E-09142009-WS","","WS",,,"N","chloride (as cl)","T",12.5,"mg/l","","",,"",,,,""
"10-RICH-1.6",2009-10-26 00:45:00,"10010001E-10262009-WS","","WS",,,"N","chloride (as cl)","T",13.2,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-04-14 10:45:00,"10021030-04142009-WS","","WS",,,"N","chloride (as cl)","T",10.3,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-05-04 10:30:00,"10021030-05042009-WS","","WS",,,"N","chloride (as cl)","T",10.3,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-05-26 13:15:00,"10021030-05262009-WS","","WS",,,"N","chloride (as cl)","T",10.7,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-06-15 10:00:00,"10021030-06152009-WS","","WS",,,"N","chloride (as cl)","T",11,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-08-04 11:40:00,"10021030-08042009-WS","","WS",,,"N","chloride (as cl)","T",10.9,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-08-25 10:30:00,"10021030-08252009-WS","","WS",,,"N","chloride (as cl)","T",11.3,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-09-14 10:25:00,"10021030-09142009-WS","","WS",,,"N","chloride (as cl)","T",12,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-10-05 11:15:00,"10021030-10052009-WS","","WS",,,"N","chloride (as cl)","T",14.6,"mg/l","","",,"",,,,""
"10-GCHZ-29.4",2009-10-26 10:50:00,"10021030-10262009-WS","","WS",,,"N","chloride (as cl)","T",11,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-04-16 09:15:00,"10031001-04162009-WS","","WS",,,"N","chloride (as cl)","T",8.9,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-05-06 09:30:00,"10031001-05062009-WS","","WS",,,"N","chloride (as cl)","T",10.4,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-05-26 11:30:00,"10031001-05262009-WS","","WS",,,"N","chloride (as cl)","T",9.3,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-06-16 00:55:00,"10031001-06162009-WS","","WS",,,"N","chloride (as cl)","T",10.3,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-08-05 11:30:00,"10031001-08052009-WS","","WS",,,"N","chloride (as cl)","T",11.1,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-08-26 00:10:00,"10031001-08262009-WS","","WS",,,"N","chloride (as cl)","T",11.5,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-09-16 13:00:00,"10031001-09162009-WS","","WS",,,"N","chloride (as cl)","T",11.8,"mg/l","","",,"",,,,""
"10-SARA-0.9",2009-10-06 00:30:00,"10031001-10062009-WS","","WS",,,"N","chloride (as cl)","T",11.1,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-04-16 10:15:00,"10041102-04162009-WS","","WS",,,"N","chloride (as cl)","T",14.8,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-05-06 00:00:00,"10041102-05062009-WS","","WS",,,"N","chloride (as cl)","T",9.3,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-05-27 08:15:00,"10041102-05272009-WS","","WS",,,"N","chloride (as cl)","T",15.2,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-06-16 10:55:00,"10041102-06162009-WS","","WS",,,"N","chloride (as cl)","T",8.3,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-07-08 13:40:00,"10041102-07082009-WS","","WS",,,"N","chloride (as cl)","T",13.5,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-08-05 00:30:00,"10041102-08052009-WS","","WS",,,"N","chloride (as cl)","T",11.3,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-08-26 10:30:00,"10041102-08262009-WS","","WS",,,"N","chloride (as cl)","T",16.1,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-09-16 11:00:00,"10041102-09162009-WS","","WS",,,"N","chloride (as cl)","T",21.5,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-10-06 10:25:00,"10041102-10062009-WS","","WS",,,"N","chloride (as cl)","T",8.5,"mg/l","","",,"",,,,""
"10-SABL-2.2",2009-10-28 11:00:00,"10041102-10282009-WS","","WS",,,"N","chloride (as cl)","T",8.3,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2009-04-20 10:30:00,"11010157-04202009-WS","","WS",,,"N","chloride (as cl)","T",12.9,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2009-05-11 11:30:00,"11010157-05112009-WS","","WS",,,"N","chloride (as cl)","T",11.9,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2009-06-22 11:15:00,"11010157-06222009-WS","","WS",,,"N","chloride (as cl)","T",13.7,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2009-08-10 11:30:00,"11010157-08102009-WS","","WS",,,"N","chloride (as cl)","T",12.3,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2009-09-21 09:00:00,"11010157-09212009-WS","","WS",,,"N","chloride (as cl)","T",16.7,"mg/l","","",,"",,,,""
"11-UHUD-2.7",2009-11-02 11:15:00,"11010157-11022009-WS","","WS",,,"N","chloride (as cl)","T",12.2,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2009-04-20 08:30:00,"11010215-04202009-WS","","WS",,,"N","chloride (as cl)","T",7.4,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2009-05-11 09:00:00,"11010215-05112009-WS","","WS",,,"N","chloride (as cl)","T",6.6,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2009-06-22 09:00:00,"11010215-06222009-WS","","WS",,,"N","chloride (as cl)","T",6.2,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2009-08-10 09:00:00,"11010215-08102009-WS","","WS",,,"N","chloride (as cl)","T",6.9,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2009-09-21 11:30:00,"11010215-09212009-WS","","WS",,,"N","chloride (as cl)","T",6.9,"mg/l","","",,"",,,,""
"11-UHUD-64.0",2009-11-02 09:30:00,"11010215-11022009-WS","","WS",,,"N","chloride (as cl)","T",5.2,"mg/l","","",,"",,,,""
"12-MOHK-1.5",2009-04-20 11:00:00,"12010001-04202009-WS","","WS",,,"N","chloride (as cl)","T",25.6,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2009-04-29 10:00:00,"06030006-04292009-WS","","WS",,,"N","chloride (as cl)","T",24.8,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2009-05-19 10:00:00,"06030006-05192009-WS","","WS",,,"N","chloride (as cl)","T",17.1,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2009-07-01 10:00:00,"06030006-07012009-WS","","WS",,,"N","chloride (as cl)","T",17.8,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2009-09-09 11:00:00,"06030006-09092009-WS","","WS",,,"N","chloride (as cl)","T",24.5,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2009-09-29 10:00:00,"06030006-09292009-WS","","WS",,,"N","chloride (as cl)","T",28.7,"mg/l","","",,"",,,,""
"06-SUSQ-6.9",2009-10-21 11:00:00,"06030006-10212009-WS","","WS",,,"N","chloride (as cl)","T",22.8,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-04-09 09:00:00,"06031201-04092009-WS","","WS",,,"N","chloride (as cl)","T",24.3,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-04-29 09:00:00,"06031201-04292009-WS","","WS",,,"N","chloride (as cl)","T",23,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-05-19 09:00:00,"06031201-05192009-WS","","WS",,,"N","chloride (as cl)","T",19.5,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-06-10 09:00:00,"06031201-06102009-WS","","WS",,,"N","chloride (as cl)","T",23.8,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-07-01 09:00:00,"06031201-07012009-WS","","WS",,,"N","chloride (as cl)","T",21.6,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-07-29 09:00:00,"06031201-07292009-WS","","WS",,,"N","chloride (as cl)","T",28.5,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-08-18 09:00:00,"06031201-08182009-WS","","WS",,,"N","chloride (as cl)","T",22.7,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-09-09 10:00:00,"06031201-09092009-WS","","WS",,,"N","chloride (as cl)","T",27,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-09-29 09:00:00,"06031201-09292009-WS","","WS",,,"N","chloride (as cl)","T",21,"mg/l","","",,"",,,,""
"06-OWGO-0.3",2009-10-21 10:00:00,"06031201-10212009-WS","","WS",,,"N","chloride (as cl)","T",24.9,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-04-07 13:00:00,"06011302-04072009-WS","","WS",,,"N","chloride (as cl)","T",18.3,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-04-28 08:45:00,"06011302-04282009-WS","","WS",,,"N","chloride (as cl)","T",23.5,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-05-18 08:30:00,"06011302-05182009-WS","","WS",,,"N","chloride (as cl)","T",11.5,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-06-09 11:30:00,"06011302-06092009-WS","","WS",,,"N","chloride (as cl)","T",23.5,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-06-30 10:00:00,"06011302-06302009-WS","","WS",,,"N","chloride (as cl)","T",18.4,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-07-27 08:30:00,"06011302-07272009-WS","","WS",,,"N","chloride (as cl)","T",23,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-08-18 00:05:00,"06011302-08182009-WS","","WS",,,"N","chloride (as cl)","T",26.3,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-09-09 11:30:00,"06011302-09092009-WS","","WS",,,"N","chloride (as cl)","T",27.9,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-09-29 11:45:00,"06011302-09292009-WS","","WS",,,"N","chloride (as cl)","T",21.5,"mg/l","","",,"",,,,""
"06-NVUS-0.9",2009-10-20 00:00:00,"06011302-10202009-WS","","WS",,,"N","chloride (as cl)","T",23.3,"mg/l","","",,"",,,,""
"06-NANG-0.7",2009-04-28 11:00:00,"06021001-04282009-WS","","WS",,,"N","chloride (as cl)","T",26.9,"mg/l","","",,"",,,,""
"06-NANG-0.7",2009-05-21 11:00:00,"06021001-05212009-WS","","WS",,,"N","chloride (as cl)","T",24.1,"mg/l","","",,"",,,,""
"17-MAMR-0.3",2009-09-28 11:25:00,"17022401-09282009-WS","","WS",,,"N","chloride (as cl)","T",88.3,"mg/l","","",,"",,,,""
"17-MAMR-0.3",2009-10-20 11:45:00,"17022401-10202009-WS","","WS",,,"N","chloride (as cl)","T",130,"mg/l","","",,"",,,,""
"17-BLND-3.4",2009-04-09 10:30:00,"17022503-04092009-WS","","WS",,,"N","chloride (as cl)","T",180,"mg/l","","",,"",,,,""
"17-BLND-3.4",2009-04-28 11:15:00,"17022503-04282009-WS","","WS",,,"N","chloride (as cl)","T",158,"mg/l","","",,"",,,,""
"17-BLND-3.4",2009-05-18 11:55:00,"17022503-05182009-WS","","WS",,,"N","chloride (as cl)","T",147,"mg/l","","",,"",,,,""
"17-BLND-3.4",2009-06-08 11:55:00,"17022503-06082009-WS","","WS",,,"N","chloride (as cl)","T",131,"mg/l","","",,"",,,,""
